Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Location Level,City or Regency,Province,Country,Continent,Island,Time Zone,Special Status,Total Regencies,Total Cities,Total Districts,Total Urban Villages,Total Rural Villages,Area (km2),Population,Population Density,Longitude,Latitude,New Cases per Million,Total Cases per Million,New Deaths per Million,Total Deaths per Million,Total Deaths per 100rb,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
2020-07-28,ID-JK,DKI Jakarta,409,16,374,19,19955,793,12444,6718,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,37.71,1839.82,1.48,73.11,7.31,3.97%,62.36%,0.82,1.6
2022-06-07,ID-JA,Jambi,1,0,2,-1,38264,881,37378,5,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.7236404,-1.69769766,0.29,10953.36,0.0,252.19,25.22,2.30%,97.68%,1.0,1.0
2020-11-04,ID-KS,Kalimantan Selatan,22,0,41,-19,11934,487,10969,478,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,5.47,2966.41,0.0,121.05,12.11,4.08%,91.91%,1.38,0.0
2020-08-19,ID-SA,Sulawesi Utara,21,0,38,-17,3336,149,2159,1028,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,7.95,1262.74,0.0,56.4,5.64,4.47%,64.72%,0.78,0.0
2021-11-26,ID-YO,Daerah Istimewa Yogyakarta,33,0,17,16,156639,5263,150892,484,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,9.09,43139.18,0.0,1449.46,144.95,3.36%,96.33%,0.42,1.0
2021-01-21,ID-KB,Kalimantan Barat,25,0,30,-5,3659,28,3296,335,Province,,Kalimantan Barat,Indonesia,Asia,Kalimantan,UTC+07:00,,12,2.0,174,99.0,2031.0,147307,5422814,36.81,111.1211776,-0.086474572,4.61,674.74,0.0,5.16,0.52,0.77%,90.08%,0.78,1.0
2022-07-29,ID-JK,DKI Jakarta,2987,3,2392,592,1326010,15371,1286910,23729,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,275.4,122256.34,0.28,1417.19,141.72,1.16%,97.05%,0.95,1.5
2021-07-15,ID-RI,Riau,964,23,361,580,79402,2121,70519,6762,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,158.71,13072.22,3.79,349.19,34.92,2.67%,88.81%,0.99,1.44
2021-11-04,ID-BB,Kepulauan Bangka Belitung,15,1,6,8,52054,1448,50476,130,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,10.87,37726.66,0.72,1049.45,104.95,2.78%,96.97%,0.94,
2020-08-31,ID-BA,Bali,129,2,10,117,5203,25,1289,3889,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,30.6,1234.06,0.47,5.93,0.59,0.48%,24.77%,1.45,2.0
2022-02-11,ID-SN,Sulawesi Selatan,438,1,33,404,112489,2249,108023,2217,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,46.46,11932.79,0.11,238.57,23.86,2.00%,96.03%,1.0,
2022-03-21,ID-JB,Jawa Barat,1007,16,5718,-4727,1088802,15565,1024110,49127,Province,,Jawa Barat,Indonesia,Asia,Jawa,UTC+07:00,,18,9.0,627,645.0,5312.0,35378,45161325,1276.55,107.6037083,-6.920432083,22.3,24109.17,0.35,344.65,34.47,1.43%,94.06%,0.89,1.6
2020-03-30,ID-MA,Maluku,0,0,0,0,1,1,1,-1,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,0.0,0.54,0.0,0.54,0.05,100.00%,100.00%,1.0,1.0
2020-09-23,IDN,Indonesia,4465,140,3660,665,257388,9977,187958,59453,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,16.84,970.6,0.53,37.62,3.76,3.88%,73.03%,1.1,0.88
2022-01-18,ID-GO,Gorontalo,0,0,0,0,11853,461,11388,4,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,0.0,10039.38,0.0,390.46,39.05,3.89%,96.08%,1.0,1.0
2022-04-09,ID-KR,Kepulauan Riau,17,1,52,-36,70057,1875,67466,716,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,8.81,36310.25,0.52,971.8,97.18,2.68%,96.30%,0.85,
2022-03-07,ID-BB,Kepulauan Bangka Belitung,172,3,607,-438,61545,1513,55835,4197,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,124.66,44605.36,2.17,1096.56,109.66,2.46%,90.72%,0.54,0.75
2020-05-03,ID-SR,Sulawesi Barat,0,0,0,0,44,1,5,38,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.3450194,-2.461746053,0.0,28.21,0.0,0.64,0.06,2.27%,11.36%,0.0,1.0
2020-07-07,ID-KR,Kepulauan Riau,0,0,5,-5,313,16,270,27,Province,,Kepulauan Riau,Indonesia,Asia,Sumatera,UTC+07:00,,5,2.0,75,142.0,275.0,8202,1929400,235.24,108.261746,3.916346,0.0,162.23,0.0,8.29,0.83,5.11%,86.26%,1.0,1.0
2022-06-05,ID-RI,Riau,0,0,2,-2,150834,4429,146402,3,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,0.0,24832.32,0.0,729.16,72.92,2.94%,97.06%,1.0,1.0
2020-12-28,ID-SU,Sumatera Utara,82,2,83,-3,17892,674,15153,2065,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,5.51,1202.83,0.13,45.31,4.53,3.77%,84.69%,1.05,1.0
2021-09-15,ID-GO,Gorontalo,27,1,20,6,11567,448,10733,386,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,22.87,9797.14,0.85,379.45,37.95,3.87%,92.79%,1.23,1.0
2020-08-29,ID-AC,Aceh,97,6,0,91,1546,54,192,1300,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,18.49,294.63,1.14,10.29,1.03,3.49%,12.42%,1.94,0.55
2021-08-12,ID-SU,Sumatera Utara,1314,33,857,424,77427,1819,48573,27035,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,88.34,5205.22,2.22,122.29,12.23,2.35%,62.73%,0.89,0.89
2020-06-28,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,150,2,133,15,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,0.0,108.71,0.0,1.45,0.14,1.33%,88.67%,0.0,1.0
2021-09-02,ID-SR,Sulawesi Barat,59,2,61,-4,11656,304,10401,951,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.3450194,-2.461746053,37.82,7471.87,1.28,194.87,19.49,2.61%,89.23%,1.44,0.5
2022-04-03,ID-ST,Sulawesi Tengah,15,1,86,-72,60531,1710,57933,888,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,5.08,20480.33,0.34,578.57,57.86,2.82%,95.71%,0.68,
2022-03-15,ID-SS,Sumatera Selatan,104,4,336,-236,79727,3278,72566,3883,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,12.66,9702.04,0.49,398.9,39.89,4.11%,91.02%,1.68,1.0
2020-10-16,ID-JI,Jawa Timur,286,21,402,-137,48530,3918,43791,821,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,7.07,1198.89,0.52,96.79,9.68,8.07%,90.23%,0.97,1.05
2022-06-12,ID-MA,Maluku,1,0,0,1,18576,292,18278,6,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,0.54,10056.86,0.0,158.09,15.81,1.57%,98.40%,,1.0
2021-10-08,ID-SB,Sumatera Barat,16,1,29,-14,89543,2131,86757,655,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.4650624,-0.850253225,2.9,16223.78,0.18,386.1,38.61,2.38%,96.89%,0.28,1.0
2020-05-10,ID-PB,Papua Barat,17,0,2,15,70,1,3,66,Province,,Papua Barat,Indonesia,Asia,Papua,UTC+09:00,Daerah Khusus,12,1.0,218,95.0,1742.0,102955,1140701,11.08,132.9762624,-2.045160182,14.9,61.37,0.0,0.88,0.09,1.43%,4.29%,,1.0
2020-08-12,ID-SR,Sulawesi Barat,0,1,0,-1,282,6,178,98,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.3450194,-2.461746053,0.0,180.77,0.64,3.85,0.38,2.13%,63.12%,0.0,
2022-02-28,ID-SG,Sulawesi Tenggara,67,1,176,-110,24596,546,21731,2319,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,25.42,9332.71,0.38,207.17,20.72,2.22%,88.35%,0.52,1.0
2020-07-14,ID-JT,Jawa Tengah,138,7,38,93,7943,502,3147,4294,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,3.79,218.43,0.19,13.8,1.38,6.32%,39.62%,0.83,0.78
2021-11-04,ID-SA,Sulawesi Utara,2,0,10,-8,34632,1041,33327,264,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,0.76,13108.83,0.0,394.04,39.4,3.01%,96.23%,0.25,0.0
2021-03-02,ID-BA,Bali,167,7,253,-93,34547,931,31086,2530,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,39.61,8193.93,1.66,220.82,22.08,2.69%,89.98%,1.01,1.4
2021-07-25,ID-JK,DKI Jakarta,5394,157,14224,-8987,792273,11439,716645,64189,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,497.32,73046.51,14.48,1054.66,105.47,1.44%,90.45%,0.65,1.04
2021-01-27,IDN,Indonesia,11948,387,10974,587,1024298,28855,831330,164113,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,45.06,3862.57,1.46,108.81,10.88,2.82%,81.16%,0.91,1.15
2021-07-23,ID-SS,Sumatera Selatan,841,27,405,409,40015,1792,30747,7476,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,102.34,4869.46,3.29,218.07,21.81,4.48%,76.84%,1.04,2.45
2022-07-28,ID-BE,Bengkulu,0,0,0,0,29124,520,28598,6,Province,,Bengkulu,Indonesia,Asia,Sumatera,UTC+07:00,,9,1.0,129,172.0,1341.0,19919,1999539,100.38,102.3384213,-3.533583627,0.0,14565.36,0.0,260.06,26.01,1.79%,98.19%,1.0,1.0
2020-07-17,ID-GO,Gorontalo,9,3,35,-29,425,24,301,100,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,7.62,359.97,2.54,20.33,2.03,5.65%,70.82%,0.38,3.0
2020-04-27,ID-BA,Bali,7,0,6,1,188,3,49,136,Province,,Bali,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,1.0,57,80.0,636.0,5780,4216171,729.43,115.1317136,-8.369471688,1.66,44.59,0.0,0.71,0.07,1.60%,26.06%,2.33,1.0
2020-12-31,ID-SR,Sulawesi Barat,27,0,10,17,1941,34,1551,356,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.3450194,-2.461746053,17.31,1244.24,0.0,21.8,2.18,1.75%,79.91%,1.5,1.0
2021-01-27,ID-NB,Nusa Tenggara Barat,107,0,50,57,7237,272,5623,1342,Province,,Nusa Tenggara Barat,Indonesia,Asia,Nusa Tenggara,UTC+08:00,,8,2.0,117,145.0,995.0,18572,5270247,283.77,117.5086257,-8.606998866,20.3,1373.18,0.0,51.61,5.16,3.76%,77.70%,2.14,1.0
2020-06-07,ID-JT,Jawa Tengah,82,22,17,43,2250,143,767,1340,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,2.25,61.87,0.6,3.93,0.39,6.36%,34.09%,1.3,11.0
2022-03-14,IDN,Indonesia,9629,271,39296,-29938,5900124,152437,5434729,312958,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,36.31,22249.04,1.02,574.83,57.48,2.58%,92.11%,0.83,1.26
2020-05-21,ID-KS,Kalimantan Selatan,8,4,1,3,549,59,78,412,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,1.99,136.46,0.99,14.67,1.47,10.75%,14.21%,0.14,1.0
2022-08-26,ID-SA,Sulawesi Utara,77,0,0,77,52122,1198,50584,340,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,29.15,19729.1,0.0,453.46,45.35,2.30%,97.05%,5.13,0.0
2020-06-04,ID-MU,Maluku Utara,1,2,0,-1,177,17,30,130,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,0.76,135.34,1.53,13.0,1.3,9.60%,16.95%,0.5,2.0
2021-09-22,ID-LA,Lampung,48,9,101,-62,48741,3752,43339,1650,Province,,Lampung,Indonesia,Asia,Sumatera,UTC+07:00,,13,2.0,228,205.0,2435.0,34624,9095591,262.7,105.0214366,-4.916792975,5.28,5358.75,0.99,412.51,41.25,7.70%,88.92%,0.84,0.69
2020-10-13,ID-AC,Aceh,51,1,105,-55,5895,224,3809,1862,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,9.72,1123.44,0.19,42.69,4.27,3.80%,64.61%,0.66,0.5
2021-11-19,ID-SA,Sulawesi Utara,1,0,8,-7,34672,1052,33520,100,Province,,Sulawesi Utara,Indonesia,Asia,Sulawesi,UTC+08:00,,11,4.0,171,332.0,1507.0,13892,2641884,190.17,124.5212396,1.259638212,0.38,13123.97,0.0,398.2,39.82,3.03%,96.68%,0.33,1.0
2021-01-28,ID-SB,Sumatera Barat,110,1,133,-24,26737,593,23561,2583,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.4650624,-0.850253225,19.93,4844.32,0.18,107.44,10.74,2.22%,88.12%,1.1,1.0
2022-04-02,ID-JI,Jawa Timur,158,16,235,-93,573562,31418,540874,1270,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,3.9,14169.36,0.4,776.16,77.62,5.48%,94.30%,0.89,1.45
2020-12-27,ID-RI,Riau,117,2,185,-70,24518,568,22397,1553,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,19.26,4036.48,0.33,93.51,9.35,2.32%,91.35%,1.26,0.25
2021-01-19,ID-BB,Kepulauan Bangka Belitung,43,1,42,0,3585,66,2907,612,Province,,Kepulauan Bangka Belitung,Indonesia,Asia,Sumatera,UTC+07:00,,6,1.0,47,82.0,309.0,16424,1379767,84.01,106.5499324,-2.447444127,31.16,2598.26,0.72,47.83,4.78,1.84%,81.09%,0.72,0.5
2021-05-20,ID-JA,Jambi,83,6,46,31,8825,149,7202,1474,Province,,Jambi,Indonesia,Asia,Sumatera,UTC+07:00,,9,2.0,141,163.0,1399.0,50058,3493357,69.79,102.7236404,-1.69769766,23.76,2526.22,1.72,42.65,4.27,1.69%,81.61%,1.84,6.0
2021-09-25,ID-RI,Riau,57,8,106,-57,127441,4039,122120,1282,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,9.38,20981.05,1.32,664.95,66.5,3.17%,95.82%,0.61,1.6
2020-04-11,ID-SG,Sulawesi Tenggara,1,1,0,0,16,1,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,0.38,6.07,0.38,0.38,0.04,6.25%,6.25%,,
2020-04-15,ID-ST,Sulawesi Tengah,3,0,0,3,22,3,2,17,Province,,Sulawesi Tengah,Indonesia,Asia,Sulawesi,UTC+08:00,,12,1.0,175,175.0,1842.0,61841,2955567,47.79,121.2010927,-1.00413668,1.02,7.44,0.0,1.02,0.1,13.64%,9.09%,,1.0
2021-04-03,ID-SU,Sumatera Utara,64,3,78,-17,27548,918,24232,2398,Province,,Sumatera Utara,Indonesia,Asia,Sumatera,UTC+07:00,,25,8.0,450,693.0,5417.0,72981,14874889,203.82,99.05196442,2.191894453,4.3,1851.98,0.2,61.71,6.17,3.33%,87.96%,1.05,3.0
2021-01-05,ID-SS,Sumatera Selatan,66,2,56,8,12118,607,9721,1790,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,8.03,1474.65,0.24,73.87,7.39,5.01%,80.22%,1.22,
2022-04-09,ID-RI,Riau,18,1,35,-18,150681,4412,145682,587,Province,,Riau,Indonesia,Asia,Sumatera,UTC+07:00,,10,2.0,169,268.0,1591.0,87024,6074100,69.8,101.8051092,0.511647851,2.96,24807.13,0.16,726.36,72.64,2.93%,96.68%,2.0,1.0
2021-06-29,ID-MA,Maluku,26,1,0,25,8492,142,7602,748,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,14.08,4597.48,0.54,76.88,7.69,1.67%,89.52%,0.22,1.0
2022-08-20,ID-AC,Aceh,3,1,4,-2,43821,2220,41554,47,Province,,Aceh,Indonesia,Asia,Sumatera,UTC+07:00,Daerah Khusus,18,5.0,289,,6497.0,57956,5247257,90.54,96.91052174,4.225614628,0.57,8351.22,0.19,423.08,42.31,5.07%,94.83%,0.75,
2021-01-14,ID-SB,Sumatera Barat,269,1,40,228,25059,557,22780,1722,Province,,Sumatera Barat,Indonesia,Asia,Sumatera,UTC+07:00,,12,7.0,179,230.0,928.0,42013,5519245,131.37,100.4650624,-0.850253225,48.74,4540.29,0.18,100.92,10.09,2.22%,90.91%,1.58,0.25
2021-08-25,ID-KI,Kalimantan Timur,865,40,1201,-376,147854,4929,133849,9076,Province,,Kalimantan Timur,Indonesia,Asia,Kalimantan,UTC+08:00,,7,3.0,103,197.0,841.0,129067,3552191,27.52,116.4684405,0.45385803,243.51,41623.32,11.26,1387.59,138.76,3.33%,90.53%,1.09,1.05
2022-03-29,ID-KS,Kalimantan Selatan,33,0,17,16,84091,2522,81241,328,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,8.2,20902.31,0.0,626.89,62.69,3.00%,96.61%,6.6,0.0
2020-12-08,ID-JK,DKI Jakarta,1194,21,1203,-30,146621,2860,132289,11472,Province,,DKI Jakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Khusus Ibu Kota,1,5.0,44,267.0,,664,10846145,16334.31,106.8361183,-6.204698991,110.09,13518.26,1.94,263.69,26.37,1.95%,90.23%,0.81,0.88
2021-01-26,ID-MA,Maluku,49,1,18,30,6315,84,5168,1063,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,26.53,3418.88,0.54,45.48,4.55,1.33%,81.84%,7.0,
2022-01-03,ID-YO,Daerah Istimewa Yogyakarta,2,0,5,-3,157008,5269,151641,98,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,0.55,43240.8,0.0,1451.11,145.11,3.36%,96.58%,1.0,1.0
2020-07-18,ID-MA,Maluku,1,1,0,0,929,19,600,310,Province,,Maluku,Indonesia,Asia,Maluku,UTC+09:00,,9,2.0,118,35.0,1198.0,46914,1847097,39.37,129.576792,-3.192572,0.54,502.95,0.54,10.29,1.03,2.05%,64.59%,0.5,
2022-02-14,IDN,Indonesia,36501,145,13338,23018,4844279,145321,4323101,375857,Country,,,Indonesia,Asia,,,,416,98.0,7230,8488.0,74953.0,1916907,265185520,138.34,113.921327,-0.789275,137.64,18267.51,0.55,548.0,54.8,3.00%,89.24%,0.82,1.31
2020-10-01,ID-GO,Gorontalo,6,0,35,-29,2758,75,2295,388,Province,,Gorontalo,Indonesia,Asia,Sulawesi,UTC+08:00,,5,1.0,77,72.0,657.0,11257,1180651,104.88,122.3760581,0.687002604,5.08,2336.0,0.0,63.52,6.35,2.72%,83.21%,0.07,0.0
2021-04-13,ID-YO,Daerah Istimewa Yogyakarta,232,7,231,-6,35948,869,30235,4844,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,63.89,9900.26,1.93,239.33,23.93,2.42%,84.11%,1.77,2.33
2022-04-20,ID-JI,Jawa Timur,41,7,72,-38,575189,31567,543377,245,Province,,Jawa Timur,Indonesia,Asia,Jawa,UTC+07:00,,29,9.0,666,777.0,7724.0,47803,40479023,846.78,112.7329414,-7.723345579,1.01,14209.56,0.17,779.84,77.98,5.49%,94.47%,0.52,1.0
2022-06-17,ID-MU,Maluku Utara,0,0,0,0,14531,330,14193,8,Province,,Maluku Utara,Indonesia,Asia,Maluku,UTC+09:00,,8,2.0,116,118.0,1063.0,31983,1307803,40.89,127.5391072,0.212036949,0.0,11111.0,0.0,252.33,25.23,2.27%,97.67%,1.0,1.0
2021-03-13,ID-KS,Kalimantan Selatan,197,3,146,48,24130,763,21032,2335,Province,,Kalimantan Selatan,Indonesia,Asia,Kalimantan,UTC+08:00,,11,2.0,153,144.0,1864.0,38744,4023049,103.84,115.4385783,-2.993594979,48.97,5997.94,0.75,189.66,18.97,3.16%,87.16%,0.99,1.0
2020-08-20,ID-YO,Daerah Istimewa Yogyakarta,48,2,52,-6,1137,31,767,339,Province,,Daerah Istimewa Yogyakarta,Indonesia,Asia,Jawa,UTC+07:00,Daerah Istimewa,4,1.0,78,46.0,392.0,3133,3631015,1158.9,110.4448783,-7.89450185,13.22,313.14,0.55,8.54,0.85,2.73%,67.46%,1.55,
2020-12-30,ID-SR,Sulawesi Barat,18,0,6,12,1914,34,1541,339,Province,,Sulawesi Barat,Indonesia,Asia,Sulawesi,UTC+08:00,,6,,69,73.0,575.0,16787,1559984,92.93,119.3450194,-2.461746053,11.54,1226.94,0.0,21.8,2.18,1.78%,80.51%,0.95,0.0
2021-01-20,ID-JT,Jawa Tengah,1775,30,528,1217,108694,4667,71188,32839,Province,,Jawa Tengah,Indonesia,Asia,Jawa,UTC+07:00,,29,6.0,576,753.0,7809.0,32801,36364072,1108.64,110.2011149,-7.259097177,48.81,2989.05,0.82,128.34,12.83,4.29%,65.49%,1.1,0.28
2020-06-21,ID-SN,Sulawesi Selatan,110,0,38,72,3767,132,1287,2348,Province,,Sulawesi Selatan,Indonesia,Asia,Sulawesi,UTC+08:00,,21,3.0,311,792.0,2255.0,46717,9426885,201.78,120.1620559,-3.731080714,11.67,399.6,0.0,14.0,1.4,3.50%,34.17%,0.99,0.0
2020-04-12,ID-SG,Sulawesi Tenggara,0,0,0,0,16,1,1,14,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,0.0,6.07,0.0,0.38,0.04,6.25%,6.25%,0.0,0.0
2022-03-28,ID-SG,Sulawesi Tenggara,0,0,12,-12,25490,561,24694,235,Province,,Sulawesi Tenggara,Indonesia,Asia,Sulawesi,UTC+08:00,,15,2.0,219,377.0,1911.0,38068,2635461,69.23,122.070311,-4.124688793,0.0,9671.93,0.0,212.87,21.29,2.20%,96.88%,0.0,1.0
2021-03-31,ID-SS,Sumatera Selatan,102,2,41,59,17727,836,15587,1304,Province,,Sumatera Selatan,Indonesia,Asia,Sumatera,UTC+07:00,,13,4.0,241,387.0,2853.0,91592,8217551,89.72,104.1694647,-3.216211808,12.41,2157.21,0.24,101.73,10.17,4.72%,87.93%,1.12,1.0
